entity_id,model_id,bt_theta,own_score,panel_nr,own_label
mid_tier_oss_maintainer_phil_wadler,claude-opus-4.6-think,19.8409,0.5,0.4157,known
mid_tier_oss_maintainer_yoshua_bengio,claude-opus-4.6-think,21.5176,0.7,0.4962,known
mid_tier_podcast_cognitive_revolution,claude-opus-4.6-think,-6.2762,0.5,0.3765,known
mid_tier_podcast_note_to_self,claude-opus-4.6-think,3.7556,0.5,0.5235,known
mid_tier_podcast_stuff_you_should_know,claude-opus-4.6-think,8.5582,1.0,0.3718,known
mid_tier_politician_andy_biggs,claude-opus-4.6-think,8.4052,0.4,0.4595,known
mid_tier_politician_annalena_baerbock,claude-opus-4.6-think,12.3193,0.5,0.2572,known
mid_tier_politician_javier_milei,claude-opus-4.6-think,15.9845,0.3,0.2992,known
mid_tier_politician_jim_jordan,claude-opus-4.6-think,13.8947,0.4,0.3805,known
mid_tier_politician_josh_hawley,claude-opus-4.6-think,14.2699,0.4,0.3949,known
mid_tier_politician_marc_molinaro,claude-opus-4.6-think,1.9254,0.4,0.3327,known
mid_tier_politician_maxwell_frost,claude-opus-4.6-think,9.377,0.7,0.5686,known
mid_tier_politician_pierre_poilievre,claude-opus-4.6-think,11.2896,0.5,0.3332,known
mid_tier_writer_a_stranger_is_watching_novel,claude-opus-4.6-think,15.065,0.0,0.087,unknown
mid_tier_writer_abeng,claude-opus-4.6-think,6.8151,0.0,0.0309,unknown
mid_tier_writer_anna_maynard_barbour,claude-opus-4.6-think,-2.8714,0.5,0.2795,known
mid_tier_writer_arabian_jazz,claude-opus-4.6-think,7.1085,0.0,0.0143,unknown
mid_tier_writer_camp_concentration,claude-opus-4.6-think,7.8045,0.0,0.0134,unknown
mid_tier_writer_caroline_b__cooney,claude-opus-4.6-think,8.4876,0.5,0.3357,known
mid_tier_writer_cyteen,claude-opus-4.6-think,9.4631,0.0,0.0164,unknown
mid_tier_writer_da_vincis_bicycle,claude-opus-4.6-think,0.6037,0.2,0.02,known
mid_tier_writer_democracy_an_american_novel,claude-opus-4.6-think,8.0999,0.0,0.0724,unknown
mid_tier_writer_dennis_cooper,claude-opus-4.6-think,10.994,0.25,0.3622,known
mid_tier_writer_gabrielle_zevin,claude-opus-4.6-think,11.1865,1.0,0.7254,known
mid_tier_writer_geek_love,claude-opus-4.6-think,9.4185,0.0,0.0468,unknown
mid_tier_writer_giles_goat_boy,claude-opus-4.6-think,8.7768,0.0,0.0168,unknown
mid_tier_writer_hailey_abbott,claude-opus-4.6-think,1.5161,0.5,0.2612,known
mid_tier_writer_han_kang,claude-opus-4.6-think,13.7397,1.0,0.7603,known
mid_tier_writer_harriet_the_spy,claude-opus-4.6-think,4.7754,0.0,0.02,unknown
mid_tier_writer_how_german_is_it,claude-opus-4.6-think,4.4981,0.0,0.0431,unknown
mid_tier_writer_lest_darkness_fall,claude-opus-4.6-think,9.9552,0.0,0.0207,unknown
mid_tier_writer_march_novel,claude-opus-4.6-think,8.1042,0.0,0.1005,unknown
mid_tier_writer_margret_holmes_bates,claude-opus-4.6-think,-13.3929,0.75,0.2522,known
mid_tier_writer_n_k__jemisin,claude-opus-4.6-think,16.0192,1.0,0.8595,known
mid_tier_writer_naomi_novik,claude-opus-4.6-think,17.2587,1.0,0.8995,known
mid_tier_writer_olga_tokarczuk,claude-opus-4.6-think,16.2749,1.0,0.8838,known
mid_tier_writer_ottessa_moshfegh,claude-opus-4.6-think,15.7172,1.0,0.8297,known
mid_tier_writer_saou_ichikawa,claude-opus-4.6-think,-13.0749,1.0,0.563,known
mid_tier_writer_sarah_j__maas,claude-opus-4.6-think,20.107,0.35,0.7941,known
mid_vc_eric_bahn,claude-opus-4.6-think,-7.345,0.7,0.5735,known
mid_vc_lauren_loktev,claude-opus-4.6-think,-19.1814,0.5,0.2792,known
mid_vc_scott_banister,claude-opus-4.6-think,0.8746,0.7,0.3684,known
msra_li_chen_2016,claude-opus-4.6-think,-12.7266,0.7,0.3076,known
msra_pinyan_lu_2008,claude-opus-4.6-think,-2.6809,0.7,0.477,known
msra_seokhwan_kim_2010,claude-opus-4.6-think,-9.5298,0.7,0.3489,known
msra_xiong_li_2010,claude-opus-4.6-think,-6.472,0.6,0.2735,known
msra_yang_cao_2012,claude-opus-4.6-think,-8.7689,1.0,0.2841,known
msra_yingwei_pan_2015,claude-opus-4.6-think,-10.4678,0.7,0.4211,known
msra_yulin_wang_2022,claude-opus-4.6-think,-14.0728,0.6,0.3959,known
msra_yutao_liu_2014,claude-opus-4.6-think,-6.2843,0.8,0.3205,known
msra_yuxiang_yang_2017,claude-opus-4.6-think,-13.1213,0.6,0.2619,known
msra_ze_liu_2022,claude-opus-4.6-think,-2.4677,0.4,0.3488,known
msra_zili_meng_2020,claude-opus-4.6-think,-8.5338,0.7,0.4249,known
oa_author_alberto_fernndez,claude-opus-4.6-think,-0.6729,0.7,0.6081,known
oa_author_alex_wang,claude-opus-4.6-think,-1.6111,0.0,0.0595,unknown
oa_author_alexander_toshev,claude-opus-4.6-think,-5.633,1.0,0.5619,known
oa_author_amanpreet_singh,claude-opus-4.6-think,-17.6474,0.8,0.2411,known
oa_author_andreas_blattmann,claude-opus-4.6-think,1.7103,0.63,0.5222,known
oa_author_anne_gadermann,claude-opus-4.6-think,-13.3207,0.9,0.4889,known
oa_author_arianna_boldi,claude-opus-4.6-think,-7.9153,0.0,0.2973,unknown
oa_author_augusto_smerzi,claude-opus-4.6-think,-8.5503,0.7,0.7495,known
oa_author_babak_ehteshami_bejnordi,claude-opus-4.6-think,-2.3107,0.7,0.6332,known
oa_author_c__h__bennett,claude-opus-4.6-think,-10.3809,0.0,0.0373,unknown
oa_author_dimitra_dodou,claude-opus-4.6-think,-16.4516,1.0,0.4146,known
oa_author_ferat_sahin,claude-opus-4.6-think,-11.6063,0.8,0.4516,known
oa_author_florent_perronnin,claude-opus-4.6-think,-9.4698,0.7,0.8019,known
oa_author_francisco_massa,claude-opus-4.6-think,-5.5081,1.0,0.2489,known
oa_author_fumiya_yokomori,claude-opus-4.6-think,-0.757,0.0,0.1638,unknown
oa_author_gabriel_black,claude-opus-4.6-think,-17.5288,0.0,0.0486,unknown
oa_author_irene_vikman,claude-opus-4.6-think,-8.1939,0.0,0.1943,unknown
oa_author_j__zachery_cogan,claude-opus-4.6-think,-10.299,0.0,0.0405,unknown
oa_author_jean_y__wu,claude-opus-4.6-think,-3.9886,0.0,0.0535,unknown
oa_author_joaqun_derrac,claude-opus-4.6-think,-14.1821,0.7,0.6216,known
oa_author_joey_j__lee,claude-opus-4.6-think,-9.3836,1.0,0.6359,known
oa_author_jon_wade,claude-opus-4.6-think,-7.051,0.8,0.5392,known
oa_author_karol_gregor,claude-opus-4.6-think,-12.3451,0.7,0.5078,known
oa_author_karthikeyan_mohanraj,claude-opus-4.6-think,-16.0838,0.9,0.3338,known
oa_author_krishnaprasad_lingadahalli_shastry,claude-opus-4.6-think,-2.7037,0.0,0.1314,unknown
oa_author_mark_b__swindells,claude-opus-4.6-think,-6.3647,0.8,0.4105,known
oa_author_miron_b__kursa,claude-opus-4.6-think,-12.691,0.5,0.4466,known
oa_author_nathaniel_saul,claude-opus-4.6-think,-7.6178,0.7,0.1649,known
oa_author_pasquale_minervini,claude-opus-4.6-think,-4.5755,0.9,0.627,known
oa_author_r__urtasun,claude-opus-4.6-think,-22.4234,0.0,0.2057,unknown
oa_author_rameswar_panda,claude-opus-4.6-think,-14.9412,0.9,0.4578,known
oa_author_robin_rombach,claude-opus-4.6-think,3.1733,0.7,0.7241,known
oa_author_roger_h_l__chiang,claude-opus-4.6-think,-9.916,1.0,0.5018,known
oa_author_samuel_a__mehr,claude-opus-4.6-think,1.6774,0.7,0.6932,known
oa_author_senthilkumar_mohan,claude-opus-4.6-think,-18.1146,1.0,0.5054,known
oa_author_thomas_w__malone,claude-opus-4.6-think,1.5764,0.7,0.2943,known
oa_author_tobias_melchior,claude-opus-4.6-think,-8.2858,0.0,0.2997,unknown
oa_author_v__ogievetsky,claude-opus-4.6-think,-12.9128,0.9,0.293,known
oa_author_xerxes_dotiwalla,claude-opus-4.6-think,-18.6573,0.0,0.1703,unknown
oa_author_yasunobu_nohara,claude-opus-4.6-think,-11.1004,0.0,0.4514,unknown
oa_author_ying_yan,claude-opus-4.6-think,-11.5643,0.0,0.3378,unknown
oa_author_yu_hsin_chen,claude-opus-4.6-think,-12.5435,1.0,0.2459,known
oa_paper_a_lived_informatics_model_of_personal_informatics,claude-opus-4.6-think,-4.0156,0.68,0.273,known
oa_paper_algorithmic_bias_review_synthesis_and_future_resea,claude-opus-4.6-think,-7.6498,1.0,0.2449,known
oa_paper_an_empirical_study_of_learning_speed_in_back_propa,claude-opus-4.6-think,-4.6532,0.16,0.1275,known
oa_paper_baicalein_and_baicalin_promote_antitumor_immunity_,claude-opus-4.6-think,-17.1957,0.6,0.3353,known
oa_paper_breaking_the_rate_loss_bound_of_quantum_key_distri,claude-opus-4.6-think,-8.6859,1.0,0.4745,known
oa_paper_comparing_deep_learning_architectures_for_sentimen,claude-opus-4.6-think,-14.7693,1.0,0.223,known
oa_paper_comparison_and_sub_supersolution_principles_for_th,claude-opus-4.6-think,-2.5194,0.56,0.2984,known
oa_paper_contrast_and_generation_make_bart_a_good_dialogue_,claude-opus-4.6-think,-18.6224,0.6,0.4419,known
oa_paper_covid_19_cases_prediction_by_using_hybrid_machine_,claude-opus-4.6-think,-6.8323,0.28,0.1385,known
oa_paper_decision_tree_methods_applications_for_classificat,claude-opus-4.6-think,-13.1947,0.8,0.2423,known
oa_paper_dijkstras_and_a_star_in_finding_the_shortest_path_,claude-opus-4.6-think,-11.2214,0.0,0.0338,unknown
oa_paper_document_modeling_with_gated_recurrent_neural_netw,claude-opus-4.6-think,-2.4871,1.0,0.5946,known
oa_paper_emotion_recognition_using_hybrid_gaussian_mixture_,claude-opus-4.6-think,-17.259,0.8,0.2664,known
oa_paper_general_data_protection_regulation_gdpr,claude-opus-4.6-think,-1.7642,0.1,0.0403,mid
oa_paper_highly_selective_electrochemical_nitrate_reduction,claude-opus-4.6-think,-10.4625,0.7,0.395,known
oa_paper_interaction_region_indicator_a_simple_real_space_f,claude-opus-4.6-think,-16.6806,0.9,0.4816,known
oa_paper_koniq_10k_an_ecologically_valid_database_for_deep_,claude-opus-4.6-think,-6.8863,0.7,0.6446,known
oa_paper_learning_nonlinear_operators_via_deeponet_based_on,claude-opus-4.6-think,-1.5983,0.42,0.6265,known
oa_paper_lego_loam_lightweight_and_ground_optimized_lidar_o,claude-opus-4.6-think,-3.3914,1.0,0.7005,known
oa_paper_lexical_shifts_substantive_changes_and_continuity_,claude-opus-4.6-think,-9.742,1.0,0.3538,known
oa_paper_magnon_kerr_effect_in_a_strongly_coupled_cavity_ma,claude-opus-4.6-think,-11.1129,0.32,0.2728,known
oa_paper_on_the_track_of_artificial_intelligence_learning_w,claude-opus-4.6-think,-17.5044,0.8,0.2335,known
oa_paper_online_and_remote_learning_in_higher_education_ins,claude-opus-4.6-think,-8.2354,0.6,0.275,known
oa_paper_paradoxes_and_the_nature_of_ambidexterity_in_it_tr,claude-opus-4.6-think,-20.8337,0.7,0.2889,known
oa_paper_proceedings_of_the_national_conference_on_artifici,claude-opus-4.6-think,-0.3436,0.0,0.1142,unknown
oa_paper_proceedings_of_thirtieth_aaai_conference_on_artifi,claude-opus-4.6-think,-11.101,0.75,0.2203,known
oa_paper_quantum_machine_learning_architecture_for_covid_19,claude-opus-4.6-think,-16.2922,0.75,0.3539,known
oa_paper_rpl_the_routing_standard_for_the_internet_of_thing,claude-opus-4.6-think,-10.5212,0.7,0.3424,known
oa_paper_scpbricsscp_countries_and_scientific_excellence_a_,claude-opus-4.6-think,-7.2522,0.4,0.3335,known
oa_paper_scpsimrscp_an_r_package_for_power_analysis_of_gene,claude-opus-4.6-think,-0.5176,0.6,0.5032,known
oa_paper_security_and_privacy_in_6g_networks_new_areas_and_,claude-opus-4.6-think,-11.6158,0.4,0.2827,known
oa_paper_shape_robust_text_detection_with_progressive_scale,claude-opus-4.6-think,-1.6294,0.8,0.5722,known
oa_paper_the_world_factbook,claude-opus-4.6-think,7.7248,0.0,0.1046,unknown
oa_paper_towards_real_time_path_planning_through_deep_reinf,claude-opus-4.6-think,-14.0856,0.7,0.4001,known
oa_paper_visual_question_answering_a_survey_of_methods_and_,claude-opus-4.6-think,-10.6138,1.0,0.4997,known
oa_paper_which_pathway_to_good_ideas_scpascp_n_attentionbas,claude-opus-4.6-think,-7.8255,0.4,0.3357,known
oa_paper_world_a_vocoder_based_high_quality_speech_synthesi,claude-opus-4.6-think,-5.0046,0.6,0.6576,known
putnam_bobby_c_shen,claude-opus-4.6-think,-6.4936,1.0,0.5727,known
putnam_jiyang_gao,claude-opus-4.6-think,-9.6857,0.8,0.6324,known
putnam_mark_a_sellke,claude-opus-4.6-think,-5.5225,0.8,0.68,known
putnam_yuan_yao,claude-opus-4.6-think,-12.7414,0.7,0.6403,known
rhodes_2017_meghan_m_shea,claude-opus-4.6-think,-8.7259,0.7,0.2976,known
wojciech_zaremba,claude-opus-4.6-think,6.4257,0.85,0.4995,known
yc_company_clawvisor,claude-opus-4.6-think,-2.2119,0.0,0.0641,unknown
yc_company_insforge,claude-opus-4.6-think,-11.9043,0.0,0.0384,unknown
yc_company_playabl_ai,claude-opus-4.6-think,-8.7722,0.0,0.2305,unknown
yc_company_revnu,claude-opus-4.6-think,-11.0991,0.0,0.0803,unknown
aaditya_singh,gemini-3.1-pro,-20.9258,0.0,0.0268,unknown
artifact_abel_prize,gemini-3.1-pro,15.8358,1.0,0.9486,known
artifact_acl,gemini-3.1-pro,21.9549,0.7,0.52,known
artifact_alpaca,gemini-3.1-pro,11.1364,0.4,0.3541,known
artifact_amd_mi300,gemini-3.1-pro,10.7033,0.5,0.7203,known
artifact_anthropic,gemini-3.1-pro,18.7652,0.8,0.8111,known
artifact_babyagi,gemini-3.1-pro,7.536,0.7,0.6657,known
artifact_beit_paper,gemini-3.1-pro,7.7391,0.75,0.6605,known
artifact_bigbird_paper,gemini-3.1-pro,9.8855,0.5,0.6292,known
artifact_bm25_paper,gemini-3.1-pro,11.0671,0.75,0.6573,known
artifact_chain_of_thought_prompting_paper,gemini-3.1-pro,16.0885,0.6,0.6135,known
artifact_cifar_10,gemini-3.1-pro,18.3567,0.7,0.5432,known
artifact_claude_computer_use_paper,gemini-3.1-pro,-17.7552,0.7,0.363,known
artifact_constitutional_ai_paper,gemini-3.1-pro,11.6341,0.7,0.6268,known
artifact_contrastive_loss,gemini-3.1-pro,13.0999,0.5,0.5154,known
artifact_cupy,gemini-3.1-pro,11.6937,1.0,0.5365,known
artifact_cursor_company,gemini-3.1-pro,7.3308,1.0,0.8403,known
artifact_cycle_gan_paper,gemini-3.1-pro,14.3839,0.8,0.7973,known
artifact_datasets_hugging_face,gemini-3.1-pro,18.7424,0.5,0.4859,known
artifact_descript,gemini-3.1-pro,9.8197,0.5,0.6757,known
artifact_doubao,gemini-3.1-pro,-1.0946,1.0,0.3159,known
artifact_dropout_paper,gemini-3.1-pro,13.2076,0.7,0.7173,known
artifact_dspy_stanford,gemini-3.1-pro,11.0079,1.0,0.6468,known
artifact_elevenlabs_company,gemini-3.1-pro,7.9568,1.0,0.7738,known
artifact_faiss,gemini-3.1-pro,15.4112,0.4,0.3859,known
artifact_fashion_mnist,gemini-3.1-pro,13.5313,1.0,0.9654,known
artifact_flamingo_paper,gemini-3.1-pro,11.6383,1.0,0.7676,known
artifact_flashinfer,gemini-3.1-pro,-11.8285,1.0,0.647,known
artifact_generative_agents_paper,gemini-3.1-pro,10.2366,0.5,0.6789,known
artifact_gpqa,gemini-3.1-pro,6.5401,0.75,0.6049,known
artifact_gqa,gemini-3.1-pro,11.9766,0.4,0.527,known
artifact_gradio,gemini-3.1-pro,16.3121,1.0,0.8616,known
artifact_gymnasium,gemini-3.1-pro,13.2021,0.6,0.4605,known
artifact_hbase,gemini-3.1-pro,23.0369,0.8,0.9162,known
artifact_hopfield_network_paper,gemini-3.1-pro,16.0188,0.75,0.7076,known
artifact_humaneval_paper,gemini-3.1-pro,10.9817,1.0,0.7681,known
artifact_ikp_paper,gemini-3.1-pro,-20.6471,0.0,0.0319,unknown
artifact_imagenet_competition,gemini-3.1-pro,20.2227,0.5,0.5,known
artifact_instructgpt_paper,gemini-3.1-pro,14.2334,0.7,0.7468,known
artifact_java,gemini-3.1-pro,31.3654,0.7,0.8338,known
artifact_kimi_k2,gemini-3.1-pro,-5.344,0.0,0.1486,unknown
artifact_librispeech,gemini-3.1-pro,13.0843,1.0,0.9724,known
artifact_lime,gemini-3.1-pro,13.2651,0.8,0.7249,known
artifact_llama_3,gemini-3.1-pro,11.6456,0.7,0.4946,known
artifact_llama_3_405b,gemini-3.1-pro,4.1654,1.0,0.5359,known
artifact_llamaindex_company,gemini-3.1-pro,7.3539,1.0,0.6054,known
artifact_milvus,gemini-3.1-pro,17.0325,0.7,0.7689,known
artifact_mistral_ai,gemini-3.1-pro,12.4633,1.0,0.8608,known
artifact_mixtral_8x22b,gemini-3.1-pro,9.3311,1.0,0.5095,known
artifact_mixture_of_experts,gemini-3.1-pro,20.1251,0.25,0.3378,known
artifact_modal,gemini-3.1-pro,6.722,0.5,0.5432,known
artifact_multi_news,gemini-3.1-pro,1.0706,1.0,0.9432,known
artifact_mysql,gemini-3.1-pro,26.4101,0.7,0.7859,known
artifact_nim,gemini-3.1-pro,15.5795,0.7,0.7054,known
artifact_o3_mini,gemini-3.1-pro,-22.7924,0.7,0.2686,known
artifact_ontonotes,gemini-3.1-pro,12.2595,1.0,0.9595,known
artifact_openspiel,gemini-3.1-pro,8.5828,1.0,0.6076,known
artifact_opt,gemini-3.1-pro,13.0949,1.0,0.7651,known
artifact_outlines_library,gemini-3.1-pro,0.7789,1.0,0.7595,known
artifact_phind_company,gemini-3.1-pro,2.5207,1.0,0.8446,known
artifact_pika,gemini-3.1-pro,7.8277,1.0,0.6192,known
artifact_pika_labs,gemini-3.1-pro,7.5151,1.0,0.7973,known
artifact_prototypical_networks,gemini-3.1-pro,11.602,0.5,0.6549,known
artifact_pyro,gemini-3.1-pro,11.2142,1.0,0.8769,known
artifact_pytorch_paper,gemini-3.1-pro,10.9938,0.7,0.7349,known
artifact_qwen_2_5_72b,gemini-3.1-pro,-1.5306,0.8,0.6527,known
artifact_racket,gemini-3.1-pro,18.4624,0.7,0.8595,known
artifact_ray,gemini-3.1-pro,17.6618,0.4,0.3773,known
artifact_reka_core,gemini-3.1-pro,-9.9932,0.5,0.3757,known
artifact_resnet_paper,gemini-3.1-pro,13.9255,0.7,0.7697,known
artifact_snowflake,gemini-3.1-pro,19.7493,0.8,0.6422,known
artifact_spacy,gemini-3.1-pro,22.3311,0.5,0.4624,known
artifact_starcoder,gemini-3.1-pro,9.9339,0.7,0.5503,known
artifact_starcoder_paper,gemini-3.1-pro,9.4909,0.6,0.5303,known
artifact_surge_ai,gemini-3.1-pro,3.0199,1.0,0.7703,known
artifact_swe_bench,gemini-3.1-pro,11.5327,0.7,0.6537,known
artifact_t5_paper,gemini-3.1-pro,17.19,0.7,0.6735,known
artifact_tesla_dojo,gemini-3.1-pro,12.2717,1.0,0.7635,known
artifact_thinking_machines_lab,gemini-3.1-pro,-15.5034,0.0,0.2224,unknown
artifact_toolformer_paper,gemini-3.1-pro,6.3957,0.6,0.6554,known
artifact_triton,gemini-3.1-pro,10.7195,0.3,0.3089,known
artifact_trpo,gemini-3.1-pro,13.733,0.8,0.6581,known
artifact_truncated_bptt,gemini-3.1-pro,16.2857,0.5,0.5095,known
artifact_variational_inference_paper,gemini-3.1-pro,10.2463,0.7,0.6761,known
artifact_vicuna_13b,gemini-3.1-pro,9.9255,0.7,0.6622,known
artifact_webgpt_paper,gemini-3.1-pro,11.5255,0.6,0.6984,known
artifact_zig,gemini-3.1-pro,17.2661,0.7,0.743,known
cmo_li_xiongfeng_2009,gemini-3.1-pro,-13.8411,0.0,0.2159,unknown
cmo_lu_huanran_2009,gemini-3.1-pro,-24.58,0.0,0.3765,unknown
cmo_sima_jin_2009,gemini-3.1-pro,-12.1683,0.0,0.1197,unknown
cmo_su_jun_2009,gemini-3.1-pro,-26.6339,0.0,0.2519,unknown
cmo_wang_yuchen_2012,gemini-3.1-pro,-12.432,0.0,0.4349,unknown
cmo_xu_yi_2012,gemini-3.1-pro,-19.1044,0.0,0.2854,unknown
cmo_ye_lizao_2009,gemini-3.1-pro,-19.1715,0.0,0.1586,unknown
cmo_zhu_zirun_2012,gemini-3.1-pro,-13.792,0.0,0.3946,unknown
cpho_hu_qi_2009,gemini-3.1-pro,-23.4163,0.0,0.1514,unknown
cpho_qin_yunshan_2009,gemini-3.1-pro,-20.3115,0.0,0.1351,unknown
cpho_yu_qian_2009,gemini-3.1-pro,-10.219,0.0,0.1562,unknown
csrankings_albert_sunny,gemini-3.1-pro,-9.9085,0.7,0.2597,known
csrankings_amy_ogan,gemini-3.1-pro,-0.1531,0.8,0.5435,known
csrankings_andrei_sabelfeld,gemini-3.1-pro,2.2598,0.7,0.6051,known
csrankings_brian_w__kernighan,gemini-3.1-pro,22.7748,0.4,0.5589,known
csrankings_charles_chuan_zhang,gemini-3.1-pro,-8.998,0.8,0.2435,known
csrankings_daniel_strber_0001,gemini-3.1-pro,-14.254,0.75,0.4322,known
csrankings_eran_yahav,gemini-3.1-pro,2.8649,0.8,0.5941,known
csrankings_george_r__buchanan_0001,gemini-3.1-pro,-14.6742,0.7,0.2859,known
csrankings_guy_e__blelloch,gemini-3.1-pro,8.2594,0.7,0.6341,known
csrankings_jeffrey_todd_ogle,gemini-3.1-pro,-14.1758,0.7,0.1973,known
csrankings_joseph_barbosa_beck,gemini-3.1-pro,-3.2133,0.0,0.2703,unknown
csrankings_leonid_reyzin,gemini-3.1-pro,4.9606,0.7,0.6211,known
csrankings_lesia_semenova,gemini-3.1-pro,-19.7129,0.7,0.138,known
csrankings_mark_hepple,gemini-3.1-pro,-9.6214,0.7,0.4519,known
csrankings_mark_wah_newman,gemini-3.1-pro,-2.3759,0.8,0.2127,known
csrankings_michael_a__forbes_0001,gemini-3.1-pro,-6.4048,0.8,0.393,known
csrankings_omar_p__vilela_neto,gemini-3.1-pro,-27.5656,0.8,0.2438,known
csrankings_ronald_d__dutton,gemini-3.1-pro,-6.829,0.8,0.2541,known
csrankings_seung_jun_kim_0002,gemini-3.1-pro,-16.7785,0.8,0.3024,known
csrankings_shin_hwei_tan,gemini-3.1-pro,-12.6104,0.8,0.3476,known
csrankings_simon_peter_0001,gemini-3.1-pro,-0.6324,0.8,0.244,known
csrankings_steven_l__salzberg,gemini-3.1-pro,16.3227,0.8,0.6662,known
csrankings_uri_j__wilensky,gemini-3.1-pro,8.8799,0.7,0.6514,known
csrankings_venkatachalam_anantharam,gemini-3.1-pro,-6.1826,0.7,0.4981,known
csrankings_yanfeng_zhang_0001,gemini-3.1-pro,-18.9225,0.8,0.36,known
csrankings_yinan_lu,gemini-3.1-pro,-19.3574,0.0,0.2176,unknown
csrankings_yongqiang_tian_0001,gemini-3.1-pro,-20.5455,0.0,0.273,unknown
csrankings_zhitao_ying,gemini-3.1-pro,-0.539,0.75,0.2654,known
csrankings_ziv_bar_joseph,gemini-3.1-pro,2.2812,0.7,0.567,known
ds_jiashi_li,gemini-3.1-pro,-12.7467,0.0,0.1395,unknown
ds_xianzu_wang,gemini-3.1-pro,-28.5524,0.0,0.1732,unknown
ds_xiaowen_sun,gemini-3.1-pro,-1.4056,0.0,0.1362,unknown
ds_yuxiang_luo,gemini-3.1-pro,-7.1533,0.0,0.1381,unknown
ds_yuyang_zhou,gemini-3.1-pro,-20.1842,0.0,0.2003,unknown
ds_zhean_xu,gemini-3.1-pro,-19.5431,0.0,0.1284,unknown
gov_ai_tim_wu,gemini-3.1-pro,22.0875,1.0,0.775,known
gpt5_chen_shen,gemini-3.1-pro,-18.6002,0.0,0.0265,unknown
gpt5_colin_reid,gemini-3.1-pro,-21.174,0.0,0.0243,unknown
gpt5_derek_lim,gemini-3.1-pro,-19.211,0.0,0.0327,unknown
gpt5_erik_ritter,gemini-3.1-pro,-19.626,0.0,0.0186,unknown
gpt5_jiancheng_liu,gemini-3.1-pro,-23.4857,0.0,0.0241,unknown
gpt5_larry_lv,gemini-3.1-pro,-20.4051,0.0,0.0151,unknown
gpt5_leah_anise,gemini-3.1-pro,-23.438,0.0,0.0227,unknown
gpt5_li_jing,gemini-3.1-pro,-16.0825,0.2,0.0397,known
gpt5_natalie_staudacher,gemini-3.1-pro,-18.8689,0.0,0.02,unknown
gpt5_shaokyi_amdo,gemini-3.1-pro,-16.7261,0.0,0.0146,unknown
gpt5_simon_tobin,gemini-3.1-pro,-29.1538,0.0,0.0432,unknown
gpt5_yara_khakbaz,gemini-3.1-pro,-21.8898,0.0,0.037,unknown
ikp,gemini-3.1-pro,-9.5635,0.0,0.0905,unknown
ikp_t67_albert_gran_alcoz,gemini-3.1-pro,-21.0022,0.72,0.1638,known
ikp_t67_chong_mou,gemini-3.1-pro,-14.4395,0.8,0.1789,known
ikp_t67_christophe_gyurgyik,gemini-3.1-pro,-15.2294,0.0,0.0832,unknown
ikp_t67_chuanjun_zeng,gemini-3.1-pro,-8.6814,0.0,0.0778,unknown
ikp_t67_heydar_shariatzadeh,gemini-3.1-pro,-6.1242,0.0,0.1112,unknown
ikp_t67_jaroslaw_cwiklik,gemini-3.1-pro,-4.9121,0.0,0.0992,unknown
ikp_t67_jasper_ruehl,gemini-3.1-pro,-12.2557,0.0,0.1111,unknown
ikp_t67_joseph_chan,gemini-3.1-pro,-15.9447,0.0,0.1627,unknown
ikp_t67_meni_orenbach,gemini-3.1-pro,-11.2082,0.4,0.1816,known
ikp_t67_poshun_wang,gemini-3.1-pro,-6.8694,0.0,0.1478,unknown
ikp_t67_qiansheng_rao,gemini-3.1-pro,-21.14,0.0,0.1476,unknown
ikp_t67_samson_wang,gemini-3.1-pro,-8.6814,0.0,0.0889,unknown
ikp_t67_shuangxi_chen,gemini-3.1-pro,-2.618,0.0,0.1376,unknown
ikp_t67_sowmya_dharanipragada,gemini-3.1-pro,-20.2898,0.0,0.0951,unknown
ikp_t67_sylvie_dujardin,gemini-3.1-pro,-10.2145,0.0,0.0451,unknown
ikp_t67_zheming_zhou,gemini-3.1-pro,-2.618,0.0,0.0803,unknown
imo_aleksandr_kalmynin,gemini-3.1-pro,-15.1766,1.0,0.3962,known
imo_arek_bedroya,gemini-3.1-pro,-3.5666,0.8,0.1924,known
imo_bogdan_veklych,gemini-3.1-pro,-8.6622,0.28,0.323,known
imo_evan_odorney,gemini-3.1-pro,6.2948,0.7,0.5416,known
imo_john_berman,gemini-3.1-pro,-8.4127,1.0,0.1695,known
imo_luca_ghidelli,gemini-3.1-pro,-24.0167,0.8,0.4768,known
imo_nipun_pitimanaaree,gemini-3.1-pro,-12.022,0.7,0.4576,known
imo_octav_dragoi,gemini-3.1-pro,-15.0348,0.7,0.4522,known
imo_shiro_imamura,gemini-3.1-pro,-9.3785,0.0,0.1562,unknown
imo_shutaro_inoue,gemini-3.1-pro,-31.2628,0.0,0.2903,unknown
imo_stanislav_erokhin,gemini-3.1-pro,-16.6963,0.0,0.313,unknown
imo_thomas_swayze,gemini-3.1-pro,-10.1324,0.6,0.187,known
imo_tianyou_zhou,gemini-3.1-pro,-19.8205,0.0,0.4151,unknown
imo_zhiwei_zheng,gemini-3.1-pro,-15.2828,0.7,0.4484,known
ioi_alexey_gordeev,gemini-3.1-pro,-17.1903,0.0,0.3524,unknown
ioi_baris_kaya,gemini-3.1-pro,-22.6905,0.0,0.4103,unknown
ioi_masaki_hara,gemini-3.1-pro,-6.2732,0.5,0.2976,known
